addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
서울특별시 종로구 자하문로40길 63,(부암동),1,0.0,A02,A0206,A02060500,129760,14,20071100000000.0,,,,126.9661269,37.59409804,6.0,20240600000000.0,23,,환기미술관,3020
서울특별시 송파구 잠실로 124 서울놀이마당,,1,0.0,A02,A0206,A02060600,129750,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/77/1895077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1895077_image3_1.jpg,Type3,127.0981006,37.509713,6.0,20241100000000.0,18,,서울놀이마당,5608
서울특별시 중구 퇴계로36길 10 (필동2가),,1,0.0,A02,A0206,A02060600,129749,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/70/3332270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3332270_image3_1.jpg,Type3,126.9945142,37.56027748,6.0,20250300000000.0,24,,한국의집,4626
서울특별시 서초구 남부순환로 2406,(서초동),1,1.0,A02,A0206,A02060600,129747,14,20071100000000.0,,,,127.010715,37.47852616,6.0,20240500000000.0,15,,예술의전당,6757
서울특별시 송파구 올림픽로 240 (잠실동),,1,0.0,A02,A0206,A02060600,129742,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/36/2540136_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/36/2540136_image3_1.JPG,Type3,127.0976312,37.51238212,6.0,20250400000000.0,18,,롯데월드 가든스테이지,5554
서울특별시 종로구 세종대로 175,(세종로),1,0.0,A02,A0206,A02060600,129735,14,20071100000000.0,,,,126.9760489,37.57206467,6.0,20240500000000.0,23,,세종문화회관,3172
서울특별시 종로구 종로33길 15,,1,0.0,A02,A0206,A02060600,129734,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/03/2022403_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2022403_image3_1.jpg,Type3,127.0009799,37.57180959,6.0,20241100000000.0,23,,두산아트센터,3129
서울특별시 마포구 와우산로 148,,1,0.0,A02,A0206,A02060600,129731,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/75/1807775_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1807775_image3_1.jpg,Type3,126.9296425,37.55412148,6.0,20241100000000.0,13,,포스트극장,4059
서울특별시 광진구 천호대로 664,(능동),1,0.0,A02,A0206,A02060600,129730,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/14/720514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/720514_image3_1.jpg,Type3,127.0876727,37.55006923,6.0,20240800000000.0,6,,유니버설아트센터,4991
서울특별시 종로구 대학로 60,,1,0.0,A02,A0206,A02060600,129724,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/00/696700_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/696700_image3_1.jpg,Type3,127.0025463,37.57653685,6.0,20240800000000.0,23,,극단 대학로극장,3100
서울특별시 용산구 서빙고로 137 (용산동6가),,1,1.0,A02,A0206,A02060100,129703,14,20071100000000.0,http://tong.visitkorea.or.kr/cms/resource/60/3365660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3365660_image3_1.jpg,Type3,126.9791278,37.52117064,6.0,20250300000000.0,21,02-2077-9000,국립중앙박물관,4383
서울특별시 도봉구 시루봉로15마길 13 (방학동),,1,,A02,A0203,A02030400,3483103,12,20250300000000.0,http://tong.visitkorea.or.kr/cms/resource/94/3483094_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3483094_image3_1.jpg,Type3,127.0315577,37.66817949,6.0,20250300000000.0,10,,마을극장 흰고무신,1315
서울특별시 도봉구 시루봉로 149-18 (방학동),,1,,A02,A0201,A02010400,3483083,12,20250300000000.0,http://tong.visitkorea.or.kr/cms/resource/81/3483081_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3483081_image3_1.jpg,Type3,127.0282026,37.66494648,6.0,20250300000000.0,10,,간송옛집,1316
서울특별시 중구 다산로 101-3 (신당동),,1,,A02,A0203,A02030400,3463600,12,20250100000000.0,http://tong.visitkorea.or.kr/cms/resource/64/3463464_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3463464_image3_1.jpg,Type3,127.0092047,37.55332022,6.0,20250300000000.0,24,,춘풍양조장,4599
서울특별시 강서구 마곡중앙5로 지하9 (마곡동),,1,,A02,A0202,A02020700,3458417,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/81/3458381_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/3458381_image3_1.JPG,Type1,126.8269404,37.56606548,6.0,20241200000000.0,4,,마곡광장,7797
서울특별시 용산구 서빙고로 238 (서빙고동),,1,,A01,A0101,A01010500,3458416,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/53/3458353_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/53/3458353_image3_1.jpg,Type1,126.990063,37.52000708,6.0,20241200000000.0,21,,용산공원 부분개방부지,4428
서울특별시 노원구 화랑로 681 (공릉동),,1,,A02,A0201,A02010700,3457334,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/28/3457328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3457328_image3_1.jpg,Type1,127.0975278,37.63017955,6.0,20250300000000.0,9,,태릉강릉,1794
서울특별시 서대문구 충정로 7 (충정로3가),,1,,A02,A0203,A02030400,3457082,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/83/3456983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/3456983_image3_1.jpg,Type1,126.9623227,37.56014637,6.0,20241200000000.0,14,,모두예술극장,3737
서울특별시 서대문구 연세로2라길 19 (창천동),,1,,A02,A0202,A02020700,3456475,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/50/3456450_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3456450_image3_1.jpg,Type1,126.9403164,37.55756849,6.0,20241200000000.0,14,,창천근린공원,3778
서울특별시 서대문구 이화여대1길 10 (대현동),,1,,A02,A0202,A02020700,3456362,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/80/3456380_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/3456380_image3_1.jpg,Type1,126.9449299,37.55769912,6.0,20241200000000.0,14,,대현문화공원,3766
서울특별시 종로구 인사동9길 26 (견지동),,1,,A02,A0203,A02030400,3456212,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/11/3455811_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3455811_image3_1.jpg,Type1,126.9836426,37.57347298,6.0,20241200000000.0,23,,그라운드서울,3145
서울특별시 은평구 서오릉로 52 (녹번동),,1,,A01,A0101,A01010500,3453040,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/96/3452496_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/96/3452496_image3_1.jpg,Type1,126.9239888,37.60551818,6.0,20241200000000.0,22,,녹번서공원,3379
서울특별시 서대문구 연희로 248 (연희동),,1,,A01,A0101,A01010500,3452906,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/45/3452745_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/3452745_image3_1.jpg,Type1,126.9362995,37.57926034,6.0,20241200000000.0,14,,홍제천인공폭포,3718
"서울특별시 성북구 길음로 11 (길음동, 길음역롯데캐슬트윈골드아파트)",,1,,A02,A0203,A02030400,3451976,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/65/3451865_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/3451865_image3_1.jpg,Type1,127.0234881,37.60385349,6.0,20241200000000.0,17,,길음역롯데캐슬트윈골드상가,2722
서울특별시 관악구 낙성대로 77 (봉천동),,1,,A02,A0201,A02011000,3450146,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/35/3450135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/3450135_image3_1.jpg,Type1,126.9587338,37.47163992,6.0,20241200000000.0,5,,안국사,8799
서울특별시 종로구 창의문로11길 4-1 (부암동),,1,,A02,A0201,A02011000,3449598,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/32/3449432_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/32/3449432_image3_1.JPG,Type1,126.9627744,37.59487012,6.0,20250100000000.0,23,,석파정,3021
서울특별시 용산구 서빙고로 137 (용산동6가),,1,,A02,A0201,A02010700,3448289,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/93/3451093_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/3451093_image3_1.jpg,Type3,126.9791278,37.52117064,6.0,20241200000000.0,21,,국립중앙박물관전통염료식물원,4383
서울특별시 구로구 경인로 624 (신도림동),,1,,A01,A0101,A01010500,3448217,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/42/3452942_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/3452942_image3_1.jpg,Type1,126.8854062,37.50629014,6.0,20241200000000.0,7,,디큐브시티 해바라기 공원,8213
서울특별시 구로구 공원로 73-1 (구로동),,1,,A01,A0101,A01010500,3447964,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/36/3455136_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3455136_image3_1.jpg,Type1,126.8883644,37.50307945,6.0,20241200000000.0,7,,구로거리공원,8290
서울특별시 구로구 새말로 107-32 (구로동),,1,,A01,A0101,A01010500,3447960,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/31/3455931_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3455931_image3_1.jpg,Type1,126.8908862,37.50817057,6.0,20241200000000.0,7,,신도림테크노근린공원,8288
서울특별시 중구 퇴계로26가길 6 (예장동),,1,,A01,A0101,A01010500,3447859,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/70/3455270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/3455270_image3_1.jpg,Type1,126.9898035,37.55889423,6.0,20241200000000.0,24,,남산인권숲,4628
서울특별시 성동구 마조로 17 (행당동),,1,,A02,A0203,A02030600,3444605,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/01/3444601_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/01/3444601_image3_1.jpeg,Type1,127.0408711,37.55943397,6.0,20241200000000.0,16,,왕십리맛골목,4760
서울특별시 성동구 고산자로10길 18 (행당동),,1,,A02,A0202,A02020700,3442375,12,20241200000000.0,,,,127.0361132,37.55853399,6.0,20241200000000.0,16,,어린이꿈공원,4745
서울특별시 성동구 뚝섬로 273 (성수동1가),,1,,A02,A0203,A02030400,3442142,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/17/3442117_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/17/3442117_image3_1.JPG,Type1,127.0418131,37.54312477,6.0,20241200000000.0,16,,서울숲 곤충식물원,4770
서울특별시 성동구 고산자로 71 (성수동1가),,1,,A02,A0203,A02030400,3440844,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/23/3440823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3440823_image3_1.jpg,Type1,127.0361053,37.54574659,6.0,20241200000000.0,16,0507-1357-8670,거꾸로하우스,4771
서울특별시 마포구 월드컵로 386 (상암동),"상암동, 박정희 대통령 기념도서관",1,,A02,A0203,A02030400,3433029,12,20241200000000.0,,,,126.886307,37.57503494,6.0,20241200000000.0,13,,어깨동무스토리움,3906
서울특별시 강남구 남부순환로 3104 (대치동),SETEC,1,,A02,A0203,A02030400,3432447,12,20241200000000.0,http://tong.visitkorea.or.kr/cms/resource/64/3432064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3432064_image3_1.jpg,Type1,127.0707674,37.49608909,6.0,20241200000000.0,1,,2025 서울 카페&베이커리페어,6287
서울특별시 양천구 중앙로17길 21 (신정동),,1,,A02,A0202,A02020700,3428372,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/03/3432303_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3432303_image3_1.jpg,Type1,117.9925663,19.69442748,6.0,20250400000000.0,19,,계남근린공원,8106
서울특별시 관악구 광신길 142 (신림동),,1,,A01,A0101,A01010500,3428259,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/77/3428277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3428277_image3_1.jpg,Type1,126.9271202,37.46492346,6.0,20241200000000.0,5,,관악도시농업공원,8848
서울특별시 중구 퇴계로 지하214 (필동2가),충무로역사 지하1층,1,,A02,A0203,A02030400,3427223,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/03/3430803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/3430803_image3_1.jpg,Type1,126.9942225,37.56134124,6.0,20241200000000.0,24,,충무로영상센터 오재미동,4625
서울특별시 마포구 양화로 176 (동교동),"(동교동, 와이즈파크) 8층",1,,A02,A0203,A02030400,3425093,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/40/3430640_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/3430640_image3_1.JPG,Type1,126.9250123,37.55728492,6.0,20241200000000.0,13,02-738-0366,서울 인디스페이스,4051
서울특별시 종로구 창의문로11길 4-1 (부암동),,1,,A02,A0201,A02010600,3424542,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/35/3424735_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/35/3424735_image3_1.jpeg,Type1,126.9627744,37.59487012,6.0,20241200000000.0,23,237971312,종로 무계원,3021
서울특별시 종로구 명륜3가,,1,,A02,A0201,A02010700,3418283,12,20241100000000.0,,,,126.9957161,37.58615228,6.0,20250300000000.0,23,,성균관 명륜당,3064
서울특별시 성동구 성수이로18길 32 (성수동2가),1층,1,,A02,A0203,A02030400,3413573,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/09/3413109_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/09/3413109_image3_1.png,Type1,127.0604087,37.54163361,6.0,20241100000000.0,16,,영카이브 성수점,4787
서울특별시 종로구 인사동길 44 (관훈동),,1,,A02,A0203,A02030400,3413162,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/94/3413094_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/94/3413094_image3_1.png,Type1,126.9848674,37.57430624,6.0,20241100000000.0,23,,하이드앤시크 쌈지길점,3146
서울특별시 도봉구 도봉산길 86 (도봉동),,1,,A01,A0101,A01010500,3407173,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/53/3405153_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/53/3405153_image3_1.JPG,Type3,127.0351735,37.68715791,6.0,20250300000000.0,10,,북한산 생태탐방원,1300
서울특별시 강동구 둔촌동,575-3,1,,A02,A0203,A02030400,3403976,12,20241100000000.0,http://tong.visitkorea.or.kr/cms/resource/26/3403926_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/26/3403926_image3_1.JPG,Type3,127.1508978,37.53659694,6.0,20250300000000.0,2,,허브체험공원,5358
서울특별시 용산구 용산동5가,1-Feb,1,,A02,A0202,A02020700,3400843,12,20241000000000.0,http://tong.visitkorea.or.kr/cms/resource/25/3400825_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/25/3400825_image3_1.png,Type3,126.9709145,37.52775306,6.0,20250300000000.0,21,,용산어린이정원,4383
서울특별시 중구 한강대로 405 (봉래동2가),4층 옥외주차장 왼편,1,,A02,A0202,A02020700,3399181,12,20241000000000.0,http://tong.visitkorea.or.kr/cms/resource/37/3399137_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3399137_image3_1.jpg,Type3,126.9717664,37.55454163,6.0,20250300000000.0,24,,서울역 옥상정원(The Roof),4509
서울특별시 강북구 4.19로8길 17 (수유동),,1,,A02,A0205,A02050200,3386415,12,20241000000000.0,http://tong.visitkorea.or.kr/cms/resource/88/3385688_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/88/3385688_image3_1.JPG,Type3,127.0084549,37.64756481,6.0,20250300000000.0,3,,4·19학생혁명기념탑,1009
서울특별시 은평구 증산로 478 (응암동),,1,,A01,A0101,A01011800,3385992,12,20241000000000.0,http://tong.visitkorea.or.kr/cms/resource/77/3383077_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/77/3383077_image3_1.JPG,Type3,126.9159453,37.59890214,6.0,20250300000000.0,22,,불광천,3449
서울특별시 강서구 개화동,산 81-13,1,,A02,A0202,A02020700,3385911,12,20241000000000.0,http://tong.visitkorea.or.kr/cms/resource/69/3383069_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/3383069_image3_1.JPG,Type3,126.8045143,37.5812522,6.0,20250300000000.0,4,,개화산 호국공원,7504
서울특별시 마포구 용강동,,1,,A02,A0203,A02030600,3385841,12,20241000000000.0,http://tong.visitkorea.or.kr/cms/resource/58/3383058_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/3383058_image3_1.JPG,Type3,126.940814,37.54185366,6.0,20250300000000.0,13,,마포음식문화거리,4162
서울특별시 종로구 경희궁3길 3-5 (신문로2가),,1,,A02,A0203,A02030400,3359034,12,20240900000000.0,http://tong.visitkorea.or.kr/cms/resource/92/3358992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/3358992_image3_1.jpg,Type3,126.9681107,37.57300609,6.0,20250300000000.0,23,,팜 시티,3176
서울특별시 마포구 연남로 86 (연남동),,1,,A02,A0203,A02030400,3357819,12,20240900000000.0,,,,126.9187237,37.56660872,6.0,20250300000000.0,13,,아이아이 연남,3976
서울특별시 강북구 삼양로 561 (우이동),,1,,A01,A0101,A01010100,3354733,12,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/29/3354729_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/3354729_image3_1.jpg,Type3,127.0122683,37.65305868,6.0,20250300000000.0,3,,솔밭근린공원,1007
서울특별시 종로구 청운동,산4-36,1,,A02,A0203,A02030400,3354488,12,20240800000000.0,,,,126.9624136,37.58705435,6.0,20250300000000.0,23,,인왕산 숲속쉼터,3031
서울특별시 성동구 금호동1가,Jan-72,1,,A02,A0202,A02020700,3352052,12,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/05/3351805_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/3351805_image3_1.jpg,Type3,127.0219145,37.55735332,6.0,20250300000000.0,16,,대현산배수지공원·대현산배수지공원 모노레일,4721
서울특별시 서초구 바우뫼로12길 40 (양재동),,1,,A02,A0202,A02020700,3351700,12,20240800000000.0,,,,127.0321022,37.47018862,6.0,20250300000000.0,15,,서초문화예술공원,6769
서울특별시 구로구 연동로12길 150 (항동),,1,,A02,A0203,A02030400,3351658,12,20240800000000.0,,,,126.8309119,37.47863405,6.0,20250300000000.0,7,,천왕산 책쉼터,8368
서울특별시 강남구 영동대로128길 39 (삼성동),,1,,A01,A0101,A01010100,3342991,12,20240800000000.0,http://tong.visitkorea.or.kr/cms/resource/85/3342985_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3342985_image3_1.jpg,Type3,117.9925663,19.69442748,6.0,20250300000000.0,1,,삼성해맞이공원,6079
서울특별시 용산구 이태원로 294 (한남동),블루스퀘어 3층,1,,A02,A0203,A02030400,3339374,12,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/41/3339341_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3339341_image3_1.jpg,Type3,127.0025029,37.54092432,6.0,20250300000000.0,21,,북파크라운지,4399
서울특별시 강서구 마곡중앙로 13 (내발산동),,1,,A02,A0203,A02030400,3331253,12,20240700000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3331246_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3331246_image3_1.JPG,Type3,126.8249437,37.55532225,6.0,20250300000000.0,4,,마곡안전체험관,7630
서울특별시 송파구 한가람로 14길 16,,1,,A02,A0202,A02020700,3112160,12,20240300000000.0,,,,127.1152983,37.53586305,6.0,20240700000000.0,18,,풍납백제문화공원,5524
서울특별시 구로구 구로중앙로42길 27,구로구 반려견 놀이터,1,,A02,A0202,A02020700,3112063,12,20240300000000.0,,,,126.8757404,37.50822585,6.0,20240300000000.0,7,,구로구 반려견 놀이터,8205
서울특별시 강북구 월계로 173,,1,,A02,A0202,A02020700,3112044,12,20240300000000.0,,,,127.044544,37.61972425,6.0,20240300000000.0,3,02-901-6463,북서울꿈의숲 강북구 반려견 놀이터,1228
서울특별시 동대문구 장안동 316-15(중랑천 장안교 하부),,1,,A02,A0202,A02020700,3111840,12,20240300000000.0,,,,127.0757923,37.57984612,6.0,20240300000000.0,11,,동대문구 반려견 놀이터,2519
서울특별시 마포구 하늘공원로 112,,1,,A02,A0203,A02030400,3106562,12,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/72/3095672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3095672_image3_1.jpg,Type1,126.8799549,37.56942992,6.0,20240800000000.0,13,,산악문화체험센터,3900
서울특별시 종로구 삼청로 88 (삼청동),,1,,A02,A0203,A02030400,3102534,12,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/3102531_image3_1.jpg,Type3,126.9819869,37.58325792,6.0,20250300000000.0,23,,서울도심등산관광센터(북악산),3053
서울특별시 중구 수표로 33 (저동2가),,1,,A02,A0201,A02010900,3094687,12,20240200000000.0,,,,126.9900145,37.56431582,6.0,20240300000000.0,24,,영락교회,4552
서울특별시 종로구 서린동,,1,,A02,A0205,A02050100,3094518,12,20240200000000.0,http://tong.visitkorea.or.kr/cms/resource/11/3094511_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/3094511_image3_1.jpg,Type3,126.9811152,37.56915399,6.0,20240200000000.0,23,,광통교,3188
서울특별시 강서구 하늘길 38 (방화동),김포공항 롯데몰 스카이시티,1,,A02,A0202,A02020700,3090533,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/23/3090523_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/3090523_image3_1.jpg,Type3,126.8030065,37.56511239,6.0,20240100000000.0,4,,롯데몰 김포공항점스카이파크,7505
서울특별시 강북구 번동,산17-14,1,,A01,A0101,A01010400,3085458,12,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/70/3084470_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3084470_image3_1.JPG,Type3,127.0327448,37.63222814,6.0,20240100000000.0,3,,오동근린공원 유아숲체험장,1228
서울특별시 종로구 북촌로12길 5-12 (가회동),,1,,A02,A0203,A02030200,3085314,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/46/3084046_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/46/3084046_image3_1.JPG,Type3,126.9855172,37.58240253,6.0,20240100000000.0,23,,북촌전통발효공방 빚담,3056
서울특별시 종로구 북촌로12길 17 (가회동),,1,,A02,A0203,A02030400,3085307,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/24/3084024_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/3084024_image3_1.JPG,Type3,126.9857421,37.58217756,6.0,20240100000000.0,23,,색실문양누비공방,3056
서울특별시 동대문구 회기로 66 (청량리동),,1,,A02,A0202,A02020700,3085029,12,20231200000000.0,,,,127.0436283,37.59166361,6.0,20240100000000.0,11,,KOCCA콘텐츠문화광장,2456
서울특별시 동작구 노량진로 10 (대방동),,1,,A02,A0203,A02030400,3083482,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/75/3083475_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3083475_image3_1.jpg,Type3,126.9272883,37.51244573,6.0,20250100000000.0,12,,스페이스살림,6938
서울특별시 마포구 어울마당로 68 (서교동),,1,,A02,A0203,A02030400,3083146,12,20240100000000.0,http://tong.visitkorea.or.kr/cms/resource/91/3112091_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/3112091_image3_1.jpg,Type3,126.9215044,37.55115224,6.0,20250300000000.0,13,,ㅎㄷcafe (홍대카페),4041
서울특별시 마포구 독막로20길 42 (창전동),,1,,A02,A0203,A02030400,3082465,12,20231100000000.0,http://tong.visitkorea.or.kr/cms/resource/61/3082461_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/3082461_image3_1.JPG,Type3,126.9276401,37.54700838,6.0,20250100000000.0,13,,탈영역우정국,4078
서울특별시 마포구 서교동,,1,,A02,A0203,A02030600,3082405,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/99/3082399_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/3082399_image3_1.JPG,Type3,126.9237958,37.55554899,6.0,20240100000000.0,13,,홍대걷고싶은거리,4044
서울특별시 마포구 와우산로21길 20-5 (서교동),홍대프라자 3층,1,,A02,A0203,A02030400,3082398,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/95/3082395_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/3082395_image3_1.jpg,Type3,126.9226848,37.55268819,6.0,20240100000000.0,13,,엑스이스케이프 홍대놀이터점,4040
서울특별시 은평구 진관동,53-5,1,,A02,A0202,A02020700,3082221,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/15/3082215_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/15/3082215_image3_1.JPG,Type3,126.9179966,37.64440244,6.0,20240100000000.0,22,,금암문화공원,3308
서울특별시 서대문구 대현동,121-23,1,,A02,A0203,A02030400,3082166,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/60/3082160_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/3082160_image3_1.JPG,Type3,126.9424051,37.55985438,6.0,20240100000000.0,14,,신촌그래피티벽화터널,3766
서울특별시 관악구 남현동,,1,,A01,A0101,A01010400,3082015,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/11/3082011_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/11/3082011_image3_1.JPG,Type3,126.986951,37.45980013,6.0,20240100000000.0,5,,남태령고개,8810
서울특별시 강서구 화곡동,산5-6,1,,A02,A0202,A02020700,3082002,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/94/3081994_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/94/3081994_image3_1.JPG,Type3,126.8524637,37.54233814,6.0,20240100000000.0,4,,봉제산공원,7720
서울특별시 강서구 오정로 375 (오쇠동),,1,,A02,A0203,A02030400,3081993,12,20231200000000.0,,,,126.7965829,37.53776267,6.0,20240100000000.0,4,,플레이스콤마,7505
서울특별시 강남구 삼성동,80,1,,A02,A0202,A02020700,3081985,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/79/3081979_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3081979_image3_1.jpg,Type3,127.0628119,37.52069442,6.0,20240100000000.0,1,,청담도로공원,6085
서울특별시 관악구 신림동,산27-1,1,,A01,A0101,A01010500,3081140,12,20231200000000.0,http://tong.visitkorea.or.kr/cms/resource/38/3081138_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/38/3081138_image3_1.JPG,Type3,126.9455546,37.4663403,6.0,20240100000000.0,5,,관악산자연공원,8706
