행정구,행정동,카테고리,avg_rating,review_count,positive_ratio,log_review_count,review_scaled,positive_scaled,rating_scaled,popularity_index
경기 고양시,대화동,액티비티,3.6666666666666665,42.0,0.3333333333333333,3.7612001156935624,0.33708419899713576,0.3333333333333333,0.6666666666666666,0.4018754328319012
경기 고양시,대화동,음식,3.6893491124260356,338.0,0.47041420118343197,5.82600010738045,0.690489848736404,0.47041420118343197,0.6723372781065089,0.6208366403445333
경기 고양시,대화동,힐링,4.128712871287129,101.0,0.504950495049505,4.624972813284271,0.48492522604484184,0.504950495049505,0.7821782178217822,0.5503834051016289
경기 고양시,덕이동,음식,3.681159420289855,207.0,0.43478260869565216,5.337538079701318,0.6068859931765858,0.43478260869565216,0.6702898550724637,0.5679357502114813
경기 고양시,마두1동,문화,3.9523809523809526,21.0,0.42857142857142855,3.091042453358316,0.22238180407323477,0.42857142857142855,0.7380952380952381,0.38738137822709356
경기 고양시,마두1동,음식,3.7205882352941178,68.0,0.47058823529411764,4.23410650459726,0.41802559298649894,0.47058823529411764,0.6801470588235294,0.4862186788461907
경기 고양시,마두2동,음식,4.0,25.0,0.48,3.258096538021482,0.25097433486056425,0.48,0.75,0.41948716743028214
경기 고양시,백석1동,음식,3.588235294117647,68.0,0.4117647058823529,4.23410650459726,0.41802559298649894,0.4117647058823529,0.6470588235294118,0.46195397296383767
경기 고양시,백석2동,음식,4.26984126984127,63.0,0.6031746031746031,4.1588830833596715,0.4051505531932443,0.6031746031746031,0.8174603174603174,0.5470197210410666
경기 고양시,삼송1동,음식,4.461538461538462,13.0,0.46153846153846156,2.6390573296152584,0.14502123793026406,0.46153846153846156,0.8653846153846154,0.3840490805035936
경기 고양시,삼송2동,액티비티,2.142857142857143,7.0,0.14285714285714285,2.0794415416798357,0.04923889487722266,0.14285714285714285,0.2857142857142857,0.12461944743861131
경기 고양시,삼송2동,음식,3.128205128205128,39.0,0.2564102564102564,3.6888794541139363,0.3247059877911967,0.2564102564102564,0.532051282051282,0.34568632722893167
경기 고양시,서현1동,음식,4.666666666666667,12.0,0.4166666666666667,2.5649493574615367,0.1323371154218903,0.4166666666666667,0.9166666666666667,0.3745018910442785
경기 고양시,성사1동,음식,3.272727272727273,110.0,0.3181818181818182,4.709530201312334,0.49939784265498605,0.3181818181818182,0.5681818181818182,0.4587898304184021
경기 고양시,송포동,액티비티,4.466666666666667,15.0,0.4666666666666667,2.772588722239781,0.16787611431589655,0.4666666666666667,0.8666666666666667,0.3972713904912816
경기 고양시,송포동,음식,3.7804878048780486,41.0,0.3902439024390244,3.7376696182833684,0.3330567819303892,0.3902439024390244,0.6951219512195121,0.4226259519408043
경기 고양시,식사동,음식,3.232,125.0,0.352,4.836281906951478,0.5210923259305142,0.352,0.558,0.4777461629652571
경기 고양시,양서면,음식,3.357142857142857,14.0,0.35714285714285715,2.70805020110221,0.15682987347530014,0.35714285714285715,0.5892857142857143,0.3034149367376501
경기 고양시,와부읍,음식,4.075,40.0,0.425,3.713572066704308,0.3289323093871838,0.425,0.76875,0.44571615469359194
경기 고양시,운정2동,음식,3.3333333333333335,9.0,0.4444444444444444,2.302585092994046,0.08743154891384897,0.4444444444444444,0.5833333333333334,0.2937157744569245
경기 고양시,원신동,문화,4.461538461538462,13.0,0.46153846153846156,2.6390573296152584,0.14502123793026406,0.46153846153846156,0.8653846153846154,0.3840490805035936
경기 고양시,원신동,액티비티,4.111111111111111,9.0,0.3333333333333333,2.302585092994046,0.08743154891384897,0.3333333333333333,0.7777777777777777,0.29927133001248
경기 고양시,원신동,음식,3.304123711340206,194.0,0.36082474226804123,5.272999558563747,0.5958397523359895,0.36082474226804123,0.5760309278350515,0.5213734844154174
경기 고양시,월곶면,음식,3.7777777777777777,9.0,0.6666666666666666,2.302585092994046,0.08743154891384897,0.6666666666666666,0.6944444444444444,0.38260466334581333
경기 고양시,월롱면,음식,4.555555555555555,18.0,0.6111111111111112,2.9444389791664403,0.19728954513318792,0.6111111111111112,0.8888888888888888,0.45975588367770515
경기 고양시,일산1동,음식,3.3846153846153846,13.0,0.23076923076923078,2.6390573296152584,0.14502123793026406,0.23076923076923078,0.5961538461538461,0.2609721574266705
경기 고양시,일산2동,음식,4.384615384615385,26.0,0.5384615384615384,3.295836866004329,0.2574338685615764,0.5384615384615384,0.8461538461538463,0.45948616505001905
경기 고양시,장항1동,문화,3.769230769230769,13.0,0.6153846153846154,2.6390573296152584,0.14502123793026406,0.6153846153846154,0.6923076923076923,0.3955875420420551
경기 고양시,장항1동,음식,3.7714285714285714,105.0,0.4857142857142857,4.663439094112067,0.4915090118951578,0.4857142857142857,0.6928571428571428,0.5300402202332932
경기 고양시,장항2동,문화,4.333333333333333,30.0,0.3,3.4339872044851463,0.2810793113788373,0.3,0.8333333333333333,0.39720632235608533
경기 고양시,장항2동,액티비티,3.5,6.0,0.5,1.9459101490553132,0.026384018491590222,0.5,0.625,0.28819200924579513
경기 고양시,장항2동,음식,3.954314720812183,197.0,0.5076142131979695,5.288267030694535,0.5984528920734848,0.5076142131979695,0.7385786802030457,0.5992264460367425
경기 고양시,장항2동,힐링,4.365853658536586,82.0,0.4024390243902439,4.418840607796598,0.449644188508105,0.4024390243902439,0.8414634146341464,0.513846484497955
경기 고양시,정발산동,액티비티,3.78125,32.0,0.375,3.4965075614664802,0.291780128634686,0.375,0.6953125,0.397452564317343
경기 고양시,정발산동,음식,4.0049504950495045,404.0,0.5297029702970297,6.003887067106539,0.7209365054756756,0.5297029702970297,0.7512376237623761,0.669626668579422
경기 고양시,주교동,액티비티,2.1666666666666665,6.0,0.16666666666666666,1.9459101490553132,0.026384018491590222,0.16666666666666666,0.29166666666666663,0.12152534257912842
경기 고양시,주교동,음식,3.731707317073171,41.0,0.4146341463414634,3.7376696182833684,0.3330567819303892,0.4146341463414634,0.6829268292682927,0.42750400072129213
경기 고양시,주엽1동,음식,3.6666666666666665,33.0,0.3333333333333333,3.5263605246161616,0.29688968204471683,0.3333333333333333,0.6666666666666666,0.3817781743556917
경기 고양시,주엽2동,음식,4.228571428571429,35.0,0.6285714285714286,3.58351893845611,0.30667276343879896,0.6285714285714286,0.8071428571428572,0.5033363817193995
경기 고양시,중산1동,힐링,3.857142857142857,7.0,0.2857142857142857,2.0794415416798357,0.04923889487722266,0.2857142857142857,0.7142857142857143,0.2531908760100399
경기 고양시,중산2동,음식,3.0704225352112675,71.0,0.323943661971831,4.276666119016055,0.42530998287747285,0.323943661971831,0.5176056338028169,0.4133592167908491
경기 고양시,창릉동,문화,4.46875,32.0,0.46875,3.4965075614664802,0.291780128634686,0.46875,0.8671875,0.459952564317343
경기 고양시,창릉동,음식,3.467065868263473,167.0,0.4251497005988024,5.123963979403259,0.5703312208077369,0.4251497005988024,0.6167664670658682,0.5360638139966829
경기 고양시,창릉동,힐링,3.975,40.0,0.45,3.713572066704308,0.3289323093871838,0.45,0.74375,0.448216154693592
경기 고양시,탄현1동,음식,3.4347826086956523,23.0,0.30434782608695654,3.1780538303479458,0.23727443887734784,0.30434782608695654,0.6086956521739131,0.3316806976995435
경기 고양시,탄현2동,음식,4.5,28.0,0.6428571428571429,3.367295829986474,0.2696645939090581,0.6428571428571429,0.875,0.5026894398116719
경기 고양시,팽성읍,음식,4.2631578947368425,38.0,0.5526315789473685,3.6635616461296463,0.32037265942201537,0.5526315789473685,0.8157894736842106,0.4891336981320604
경기 고양시,풍산동,음식,3.848605577689243,251.0,0.5139442231075697,5.529429087511423,0.6397295453691882,0.5139442231075697,0.7121513944223108,0.6164783185013272
경기 고양시,행신2동,음식,3.753846153846154,65.0,0.38461538461538464,4.189654742026425,0.4104173480733598,0.38461538461538464,0.6884615384615385,0.45828559711360295
경기 고양시,행주동,문화,4.560975609756097,41.0,0.43902439024390244,3.7376696182833684,0.3330567819303892,0.43902439024390244,0.8902439024390243,0.47628448852617017
경기 고양시,행주동,음식,3.4864864864864864,407.0,0.3931203931203931,6.0112671744041615,0.7221996649221898,0.3931203931203931,0.6216216216216216,0.6033602747215372
경기 고양시,행주동,힐링,4.6,5.0,0.6,1.791759469228055,0.0,0.6,0.8999999999999999,0.36
경기 고양시,화전동,음식,4.75,8.0,0.75,2.1972245773362196,0.06939832456145129,0.75,0.9375,0.44719916228072565
경기 고양시,화정1동,음식,3.638888888888889,36.0,0.4444444444444444,3.6109179126442243,0.3113622986548609,0.4444444444444444,0.6597222222222222,0.4209589271052082
경기 고양시,효자동,문화,4.166666666666667,6.0,0.8333333333333334,1.9459101490553132,0.026384018491590222,0.8333333333333334,0.7916666666666667,0.42152534257912844
경기 고양시,효자동,액티비티,3.5238095238095237,21.0,0.38095238095238093,3.091042453358316,0.22238180407323477,0.38095238095238093,0.6309523809523809,0.3516670925128078
경기 고양시,효자동,음식,3.717557251908397,131.0,0.4961832061068702,4.882801922586371,0.5290545675120337,0.4961832061068702,0.6793893129770993,0.5492601081834978
경기 고양시,효자동,힐링,3.8666666666666667,15.0,0.4,2.772588722239781,0.16787611431589655,0.4,0.7166666666666667,0.34727139049128164
경기 고양시,흥도동,음식,3.4238683127572016,243.0,0.37037037037037035,5.497168225293202,0.6342078623881335,0.37037037037037035,0.6059670781893004,0.5494084579430379
경기 과천시,갈현동,음식,3.9607843137254903,51.0,0.43137254901960786,3.9512437185814275,0.36961155429923814,0.43137254901960786,0.7401960784313726,0.462256757541776
경기 과천시,과천동,문화,4.4772727272727275,44.0,0.6818181818181818,3.8066624897703196,0.34486541747542526,0.6818181818181818,0.8693181818181819,0.5508417996468036
경기 과천시,과천동,액티비티,3.4761904761904763,21.0,0.23809523809523808,3.091042453358316,0.22238180407323477,0.23809523809523808,0.6190476190476191,0.3064289972747126
경기 과천시,과천동,음식,3.6560283687943262,282.0,0.4858156028368794,5.645446897643238,0.6595868437690511,0.4858156028368794,0.6640070921985816,0.6083395211753058
경기 과천시,과천동,힐링,3.0,5.0,0.2,1.791759469228055,0.0,0.2,0.5,0.16
경기 과천시,문원동,문화,4.1875,32.0,0.5,3.4965075614664802,0.291780128634686,0.5,0.796875,0.45526506431734304
경기 과천시,문원동,액티비티,3.6486486486486487,37.0,0.32432432432432434,3.6375861597263857,0.3159267645718618,0.32432432432432434,0.6621621621621622,0.3876931120156606
경기 과천시,문원동,음식,4.622950819672131,61.0,0.8032786885245902,4.127134385045092,0.3997165308175112,0.8032786885245902,0.9057377049180328,0.6219894129497392
경기 과천시,문원동,힐링,4.228571428571429,105.0,0.5142857142857142,4.663439094112067,0.4915090118951578,0.5142857142857142,0.8071428571428572,0.5614687916618646
경기 과천시,별양동,문화,3.25,12.0,0.5,2.5649493574615367,0.1323371154218903,0.5,0.5625,0.32866855771094516
경기 과천시,부곡동,음식,3.9,40.0,0.375,3.713572066704308,0.3289323093871838,0.375,0.725,0.4219661546935919
경기 과천시,원문동,음식,3.8,40.0,0.45,3.713572066704308,0.3289323093871838,0.45,0.7,0.43946615469359196
경기 과천시,중앙동,문화,4.25,16.0,0.4375,2.833213344056216,0.178252462606043,0.4375,0.8125,0.3828762313030215
경기 과천시,중앙동,액티비티,5.0,10.0,0.5,2.3978952727983707,0.10374458463456088,0.5,1.0,0.40187229231728044
경기 과천시,중앙동,음식,2.8285714285714287,35.0,0.34285714285714286,3.58351893845611,0.30667276343879896,0.34285714285714286,0.4571428571428572,0.34762209600511373
경기 과천시,중앙동,힐링,4.416666666666667,12.0,0.5,2.5649493574615367,0.1323371154218903,0.5,0.8541666666666667,0.3870018910442785
경기 과천시,창릉동,문화,3.823529411764706,17.0,0.5294117647058824,2.8903717578961645,0.18803554400012512,0.5294117647058824,0.7058823529411765,0.3940177720000626
경기 광명시,광명2동,음식,4.325,40.0,0.45,3.713572066704308,0.3289323093871838,0.45,0.83125,0.46571615469359195
경기 광명시,광명6동,음식,3.761904761904762,21.0,0.5238095238095238,3.091042453358316,0.22238180407323477,0.5238095238095238,0.6904761904761905,0.40642899727471266
경기 광명시,소하2동,음식,3.420289855072464,69.0,0.36231884057971014,4.248495242049359,0.42048833084423815,0.36231884057971014,0.605072463768116,0.4399543103496553
경기 광명시,여흥동,음식,2.945945945945946,37.0,0.21621621621621623,3.6375861597263857,0.3159267645718618,0.21621621621621623,0.4864864864864865,0.32012554444809305
경기 광명시,일직동,문화,3.3333333333333335,6.0,0.3333333333333333,1.9459101490553132,0.026384018491590222,0.3333333333333333,0.5833333333333334,0.22985867591246179
경기 광명시,일직동,음식,4.5,22.0,0.6818181818181818,3.1354942159291497,0.2299900489863737,0.6818181818181818,0.875,0.4945404790386414
경기 광명시,철산1동,음식,3.25,16.0,0.3125,2.833213344056216,0.178252462606043,0.3125,0.5625,0.2953762313030215
경기 광명시,철산3동,음식,3.6315789473684212,19.0,0.5263157894736842,2.995732273553991,0.2060687683525228,0.5263157894736842,0.6578947368421053,0.3925080683867877
경기 광명시,포승읍,음식,3.1724137931034484,29.0,0.3793103448275862,3.4011973816621555,0.27546709291397403,0.3793103448275862,0.5431034482758621,0.36014733956043526
경기 광명시,하안1동,문화,4.0,22.0,0.3181818181818182,3.1354942159291497,0.2299900489863737,0.3181818181818182,0.75,0.3604495699477323
경기 광명시,하안1동,액티비티,3.5,32.0,0.34375,3.4965075614664802,0.291780128634686,0.34375,0.625,0.374015064317343
경기 광명시,하안1동,음식,3.6766467065868262,334.0,0.437125748502994,5.814130531825066,0.6884582838980813,0.437125748502994,0.6691616766467066,0.6091992018292802
경기 광명시,학온동,음식,4.326923076923077,52.0,0.6346153846153846,3.970291913552122,0.372871792456484,0.6346153846153846,0.8317307692307692,0.5431666654590112
경기 광명시,학온동,힐링,4.1,40.0,0.25,3.713572066704308,0.3289323093871838,0.25,0.7749999999999999,0.3944661546935919
경기 광주시,경안동,음식,3.953488372093023,43.0,0.4186046511627907,3.784189633918261,0.34101902351190855,0.4186046511627907,0.7383720930232558,0.4437653257094426
경기 광주시,곤지암읍,문화,4.625,8.0,0.375,2.1972245773362196,0.06939832456145129,0.375,0.90625,0.3284491622807256
경기 광주시,곤지암읍,액티비티,4.287878787878788,66.0,0.7272727272727273,4.204692619390966,0.41299119098410736,0.7272727272727273,0.821969696969697,0.5890713530678113
경기 광주시,곤지암읍,음식,3.877659574468085,376.0,0.5292553191489362,5.932245187448011,0.7086744727697474,0.5292553191489362,0.7194148936170213,0.6569968108529588
경기 광주시,곤지암읍,힐링,4.352941176470588,17.0,0.47058823529411764,2.8903717578961645,0.18803554400012512,0.47058823529411764,0.838235294117647,0.4028413014118273
경기 광주시,광남1동,액티비티,3.3333333333333335,9.0,0.4444444444444444,2.302585092994046,0.08743154891384897,0.4444444444444444,0.5833333333333334,0.2937157744569245
경기 광주시,광남1동,음식,3.629032258064516,124.0,0.4274193548387097,4.8283137373023015,0.519728515303123,0.4274193548387097,0.657258064516129,0.5195416770064002
경기 광주시,광남1동,힐링,4.3,20.0,0.6,3.044522437723423,0.2144195624917153,0.6,0.825,0.45220978124585764
경기 광주시,남종면,액티비티,4.375,8.0,0.5,2.1972245773362196,0.06939832456145129,0.5,0.84375,0.35344916228072565
경기 광주시,남종면,음식,4.078431372549019,102.0,0.5196078431372549,4.634728988229636,0.4865950668814451,0.5196078431372549,0.7696078431372548,0.55310145500935
경기 광주시,남한산성면,문화,4.5,34.0,0.6176470588235294,3.5553480614894135,0.30185111140556414,0.6176470588235294,0.875,0.511219673349841
경기 광주시,남한산성면,액티비티,4.714285714285714,14.0,0.42857142857142855,2.70805020110221,0.15682987347530014,0.42857142857142855,0.9285714285714286,0.3927006510233644
경기 광주시,남한산성면,음식,3.6448362720403025,397.0,0.5214105793450882,5.986452005284438,0.7179523668780914,0.5214105793450882,0.6612090680100756,0.6476411708445873
경기 광주시,남한산성면,힐링,4.4186046511627906,43.0,0.4186046511627907,3.784189633918261,0.34101902351190855,0.4186046511627907,0.8546511627906976,0.467021139662931
경기 광주시,능평동,음식,4.171428571428572,70.0,0.6285714285714286,4.2626798770413155,0.42291613507023057,0.6285714285714286,0.7928571428571429,0.5586009246779724
경기 광주시,도척면,액티비티,4.0675675675675675,74.0,0.5675675675675675,4.31748811353631,0.4322969663892741,0.5675675675675675,0.7668918918918919,0.5397971318432857
경기 광주시,도척면,음식,4.017094017094017,117.0,0.6239316239316239,4.770684624465665,0.5098648703264055,0.6239316239316239,0.7542735042735043,0.5929666231973908
경기 광주시,도척면,힐링,4.182795698924731,93.0,0.46236559139784944,4.543294782270004,0.47094543248796633,0.46236559139784944,0.7956989247311828,0.5333221786095745
경기 광주시,송정동,음식,3.92,25.0,0.44,3.258096538021482,0.25097433486056425,0.44,0.73,0.4034871674302821
경기 광주시,신현동,음식,3.732876712328767,146.0,0.5616438356164384,4.990432586778736,0.5474763444221045,0.5616438356164384,0.6832191780821918,0.5788751585124221
경기 광주시,신현동,힐링,2.0,6.0,0.3333333333333333,1.9459101490553132,0.026384018491590222,0.3333333333333333,0.25,0.1631920092457951
경기 광주시,쌍령동,음식,3.477272727272727,44.0,0.2727272727272727,3.8066624897703196,0.34486541747542526,0.2727272727272727,0.6193181818181818,0.3781145269195308
경기 광주시,쌍령동,힐링,5.0,5.0,0.4,1.791759469228055,0.0,0.4,1.0,0.32
경기 광주시,양주1동,힐링,4.545454545454546,11.0,0.45454545454545453,2.4849066497880004,0.11863721943867395,0.45454545454545453,0.8863636363636365,0.3729549733557006
경기 광주시,양평읍,힐링,4.181818181818182,22.0,0.4090909090909091,3.1354942159291497,0.2299900489863737,0.4090909090909091,0.7954545454545454,0.3968132063113686
경기 광주시,오포1동,음식,3.523076923076923,65.0,0.5692307692307692,4.189654742026425,0.4104173480733598,0.5692307692307692,0.6307692307692307,0.5021317509597568
경기 광주시,오포2동,음식,3.9285714285714284,56.0,0.6785714285714286,4.04305126783455,0.38532508913331315,0.6785714285714286,0.7321428571428571,0.5426625445666566
경기 광주시,원신동,음식,4.846153846153846,26.0,0.7307692307692307,3.295836866004329,0.2574338685615764,0.7307692307692307,0.9615384615384615,0.5402553958192498
경기 광주시,장기동,음식,4.142857142857143,21.0,0.47619047619047616,3.091042453358316,0.22238180407323477,0.47619047619047616,0.7857142857142858,0.41119090203661735
경기 광주시,진안동,음식,4.083333333333333,12.0,0.5,2.5649493574615367,0.1323371154218903,0.5,0.7708333333333333,0.3703352243776118
경기 광주시,천현동,음식,3.05,40.0,0.3,3.713572066704308,0.3289323093871838,0.3,0.5125,0.3569661546935919
경기 광주시,초월읍,음식,3.827272727272727,110.0,0.5363636363636364,4.709530201312334,0.49939784265498605,0.5363636363636364,0.7068181818181818,0.5519716486002203
경기 광주시,탄벌동,음식,4.052631578947368,95.0,0.4842105263157895,4.564348191467836,0.4745488777546955,0.4842105263157895,0.763157894736842,0.535169175719453
경기 광주시,퇴촌면,문화,4.363636363636363,11.0,0.45454545454545453,2.4849066497880004,0.11863721943867395,0.45454545454545453,0.8409090909090908,0.3638640642647915
경기 광주시,퇴촌면,음식,4.044871794871795,156.0,0.5961538461538461,5.056245805348308,0.5587407590693605,0.5961538461538461,0.7612179487179487,0.6104601231244239
경기 광주시,퇴촌면,힐링,4.065217391304348,46.0,0.4782608695652174,3.8501476017100584,0.35230821304929244,0.4782608695652174,0.7663043478260869,0.4728932369594288
경기 구리시,교문1동,문화,3.5,6.0,0.3333333333333333,1.9459101490553132,0.026384018491590222,0.3333333333333333,0.625,0.2381920092457951
경기 구리시,교문1동,음식,3.5885714285714285,175.0,0.3942857142857143,5.170483995038151,0.5782934623892564,0.3942857142857143,0.6471428571428571,0.5368610169089139
경기 구리시,교문2동,음식,3.4150943396226414,53.0,0.4716981132075472,3.9889840465642745,0.3760710880002503,0.4716981132075472,0.6037735849056604,0.4502996949435214
경기 구리시,동구동,음식,3.3043478260869565,138.0,0.30434782608695654,4.9344739331306915,0.5378986107768882,0.30434782608695654,0.5760869565217391,0.4754710445188789
경기 구리시,동천동,음식,4.8,40.0,0.825,3.713572066704308,0.3289323093871838,0.825,0.95,0.6019661546935919
경기 구리시,수택1동,음식,3.706422018348624,109.0,0.43119266055045874,4.700480365792417,0.49784889698720874,0.43119266055045874,0.676605504587156,0.5136033475761732
경기 구리시,수택1동,힐링,4.428571428571429,7.0,0.42857142857142855,2.0794415416798357,0.04923889487722266,0.42857142857142855,0.8571428571428572,0.3246194474386114
경기 구리시,수택3동,문화,4.357142857142857,14.0,0.2857142857142857,2.70805020110221,0.15682987347530014,0.2857142857142857,0.8392857142857142,0.33198636530907866
경기 구리시,수택3동,액티비티,3.782608695652174,23.0,0.4782608695652174,3.1780538303479458,0.23727443887734784,0.4782608695652174,0.6956521739130435,0.40124591509084784
경기 구리시,수택3동,음식,4.095238095238095,21.0,0.2857142857142857,3.091042453358316,0.22238180407323477,0.2857142857142857,0.7738095238095237,0.35166709251280787
경기 구리시,수택3동,힐링,4.166666666666667,18.0,0.4444444444444444,2.9444389791664403,0.19728954513318792,0.4444444444444444,0.7916666666666667,0.3903114392332606
경기 구리시,양정동,음식,3.75,24.0,0.4583333333333333,3.2188758248682006,0.244261422389149,0.4583333333333333,0.6875,0.3971307111945745
경기 구리시,오학동,음식,3.875,8.0,0.375,2.1972245773362196,0.06939832456145129,0.375,0.71875,0.29094916228072565
경기 구리시,인창동,음식,3.2222222222222223,9.0,0.2222222222222222,2.302585092994046,0.08743154891384897,0.2222222222222222,0.5555555555555556,0.22149355223470227
경기 구리시,인창동,힐링,4.0,16.0,0.625,2.833213344056216,0.178252462606043,0.625,0.75,0.4266262313030215
경기 군포시,군포1동,음식,4.204081632653061,49.0,0.42857142857142855,3.912023005428146,0.3628986418278229,0.42857142857142855,0.8010204081632653,0.47022483111799307
경기 군포시,군포2동,음식,4.2631578947368425,38.0,0.47368421052631576,3.6635616461296463,0.32037265942201537,0.47368421052631576,0.8157894736842106,0.46544948760574456
경기 군포시,대야동,음식,3.9696969696969697,99.0,0.5252525252525253,4.605170185988092,0.4815358612664969,0.5252525252525253,0.7424242424242424,0.5468285366938546
경기 군포시,대야동,힐링,4.533333333333333,30.0,0.5,3.4339872044851463,0.2810793113788373,0.5,0.8833333333333333,0.4672063223560853
경기 군포시,송부동,액티비티,4.333333333333333,6.0,0.3333333333333333,1.9459101490553132,0.026384018491590222,0.3333333333333333,0.8333333333333333,0.2798586759124618
